seqno,configno,hitno,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qhits
1,62,2,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,179,0,0,394,572,210040,210218,0.0000000000,344.0000000000,q
4,62,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
5,62,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,83,0,0,347,429,52906,52824,0.0000000000,160.0000000000,q
9,62,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,62,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
1,62,3,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,97.2220,36,1,0,576,611,210222,210257,0.0000000001,66.1000000000,nq
4,62,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,96.6290,89,3,0,556,644,326941,326853,0.0000000000,160.0000000000,nq
5,62,3,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,62,0,0,257,318,52996,52935,0.0000000000,119.0000000000,q
1,63,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,392,0,0,1,392,209647,210038,0.0000000000,754.0000000000,q
2,63,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,63,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,63,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,63,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,63,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,63,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,63,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,63,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,63,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
1,63,2,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,179,0,0,394,572,210040,210218,0.0000000000,344.0000000000,q
4,63,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
5,63,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,83,0,0,347,429,52906,52824,0.0000000000,160.0000000000,q
9,63,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,63,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
1,63,3,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,97.2220,36,1,0,576,611,210222,210257,0.0000000001,66.1000000000,nq
4,63,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,96.6290,89,3,0,556,644,326941,326853,0.0000000000,160.0000000000,nq
5,63,3,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,62,0,0,257,318,52996,52935,0.0000000000,119.0000000000,q
1,64,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,99.0550,635,6,0,1,635,209647,210281,0.0000000000,1188.0000000000,q
2,64,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,64,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,64,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,64,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,64,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,64,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,64,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,64,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,64,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
4,64,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,95.9020,122,5,0,556,677,326941,326820,0.0000000000,212.0000000000,nq
5,64,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,91.9030,494,40,0,35,528,53218,52725,0.0000000000,719.0000000000,nq
9,64,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,64,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
4,64,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
1,65,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,99.0550,635,6,0,1,635,209647,210281,0.0000000000,1188.0000000000,q
2,65,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,65,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,65,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,65,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,65,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,65,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,65,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,65,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,65,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
4,65,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,95.9020,122,5,0,556,677,326941,326820,0.0000000000,212.0000000000,nq
5,65,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,91.9030,494,40,0,35,528,53218,52725,0.0000000000,719.0000000000,nq
9,65,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,65,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
4,65,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
1,66,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,99.0550,635,6,0,1,635,209647,210281,0.0000000000,1188.0000000000,q
2,66,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,66,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,66,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,66,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,66,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,66,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,66,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,66,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,66,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
4,66,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,95.9020,122,5,0,556,677,326941,326820,0.0000000000,212.0000000000,nq
5,66,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,91.9030,494,40,0,35,528,53218,52725,0.0000000000,719.0000000000,nq
9,66,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,66,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
4,66,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
1,67,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,392,0,0,1,392,209647,210038,0.0000000000,754.0000000000,q
2,67,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,67,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,67,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,67,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,67,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,67,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,67,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,67,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,67,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
1,67,2,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,179,0,0,394,572,210040,210218,0.0000000000,344.0000000000,q
4,67,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
5,67,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,83,0,0,347,429,52906,52824,0.0000000000,160.0000000000,q
9,67,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,67,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
1,67,3,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,97.2220,36,1,0,576,611,210222,210257,0.0000000001,66.1000000000,nq
4,67,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,96.6290,89,3,0,556,644,326941,326853,0.0000000000,160.0000000000,nq
5,67,3,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,62,0,0,257,318,52996,52935,0.0000000000,119.0000000000,q
1,68,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,392,0,0,1,392,209647,210038,0.0000000000,754.0000000000,q
2,68,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,68,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,68,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,68,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,68,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,68,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,68,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,68,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,68,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
1,68,2,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,179,0,0,394,572,210040,210218,0.0000000000,344.0000000000,q
4,68,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
5,68,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,83,0,0,347,429,52906,52824,0.0000000000,160.0000000000,q
9,68,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,68,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
1,68,3,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,97.2220,36,1,0,576,611,210222,210257,0.0000000001,66.1000000000,nq
4,68,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,96.6290,89,3,0,556,644,326941,326853,0.0000000000,160.0000000000,nq
5,68,3,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,62,0,0,257,318,52996,52935,0.0000000000,119.0000000000,q
1,69,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,99.0550,635,6,0,1,635,209647,210281,0.0000000000,1188.0000000000,q
2,69,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,69,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,69,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,69,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,69,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,69,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,69,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,69,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,69,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
4,69,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,95.9020,122,5,0,556,677,326941,326820,0.0000000000,212.0000000000,nq
5,69,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,91.9030,494,40,0,35,528,53218,52725,0.0000000000,719.0000000000,nq
9,69,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,69,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
4,69,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
1,70,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,99.0550,635,6,0,1,635,209647,210281,0.0000000000,1188.0000000000,q
2,70,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,70,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,70,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,70,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,70,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,70,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,70,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,70,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,70,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
4,70,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,95.9020,122,5,0,556,677,326941,326820,0.0000000000,212.0000000000,nq
5,70,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,91.9030,494,40,0,35,528,53218,52725,0.0000000000,719.0000000000,nq
9,70,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,70,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
4,70,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
1,71,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,99.0550,635,6,0,1,635,209647,210281,0.0000000000,1188.0000000000,q
2,71,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,71,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,71,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,71,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,71,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,71,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,71,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,71,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,71,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
4,71,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,95.9020,122,5,0,556,677,326941,326820,0.0000000000,212.0000000000,nq
5,71,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,91.9030,494,40,0,35,528,53218,52725,0.0000000000,719.0000000000,nq
9,71,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,71,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
4,71,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
1,72,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,392,0,0,1,392,209647,210038,0.0000000000,754.0000000000,q
2,72,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,72,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,72,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,72,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,72,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,72,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,72,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
9,72,1,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,596,0,0,1,596,673682,674277,0.0000000000,1146.0000000000,q
10,72,1,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,394,0,0,128,521,87501,87894,0.0000000000,758.0000000000,q
1,72,2,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,179,0,0,394,572,210040,210218,0.0000000000,344.0000000000,q
4,72,2,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,88,0,0,467,554,327029,326942,0.0000000000,169.0000000000,q
5,72,2,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,83,0,0,347,429,52906,52824,0.0000000000,160.0000000000,q
9,72,2,gi|119209331|gb|DB659760.1|DB659760,NC_001148.4,100.0000,63,0,0,621,683,674300,674362,0.0000000000,121.0000000000,q
10,72,2,gi|119209330|gb|DB659768.1|DB659768,NC_001133.9,100.0000,128,0,0,1,128,87261,87388,0.0000000000,246.0000000000,q
1,72,3,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,97.2220,36,1,0,576,611,210222,210257,0.0000000001,66.1000000000,nq
4,72,3,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,96.6290,89,3,0,556,644,326941,326853,0.0000000000,160.0000000000,nq
5,72,3,gi|119209335|gb|DB659766.1|DB659766,NC_001137.3,100.0000,62,0,0,257,318,52996,52935,0.0000000000,119.0000000000,q
1,73,1,gi|119209343|gb|DB659769.1|DB659769,NC_001140.6,100.0000,392,0,0,1,392,209647,210038,0.0000000000,754.0000000000,q
2,73,1,gi|119209340|gb|DB659771.1|DB659771,NC_001138.5,100.0000,283,0,0,23,305,223440,223158,0.0000000000,544.0000000000,q
3,73,1,gi|119209337|gb|DB659765.1|DB659765,NC_001144.5,100.0000,690,0,0,1,690,934244,933555,0.0000000000,1327.0000000000,q
4,73,1,gi|119209336|gb|DB659764.1|DB659764,NC_001143.9,100.0000,469,0,0,1,469,327496,327028,0.0000000000,902.0000000000,q
5,73,1,gi|119209335|gb|DB659766.1|DB659766,NC_001136.10,100.0000,629,0,0,1,629,1301582,1302210,0.0000000000,1210.0000000000,q
6,73,1,gi|119209334|gb|DB659763.1|DB659763,NC_001136.10,100.0000,302,0,0,1,302,221819,221518,0.0000000000,581.0000000000,q
7,73,1,gi|119209333|gb|DB659759.1|DB659759,NC_001145.3,100.0000,665,0,0,1,665,220103,220767,0.0000000000,1279.0000000000,q
8,73,1,gi|119209332|gb|DB659761.1|DB659761,NC_001135.5,99.8570,698,1,0,1,698,137698,138395,0.0000000000,1338.0000000000,q
